08-23 22:03:32.487 13624 13624 W Looper  : Slow Looper main: Activity com.android.todolist/.MainActivity is 432ms late (wall=0ms running=0ms ClientTransaction{ callbacks=[android.app.servertransaction.TopResumedActivityChangeItem] }) because of 2 msg, msg 1 took 412ms (seq=2 running=279ms runnable=36ms io=62ms late=2ms h=android.app.ActivityThread$H w=110), msg 2 took 270ms (seq=3 running=215ms runnable=12ms io=15ms late=162ms h=android.app.ActivityThread$H w=159)
08-23 23:12:16.831  1610  4178 I ActivityTaskManager: START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.todolist/.MainActivity bnds=[78,1068][246,1236] (has extras)} from uid 10060
08-23 23:12:16.855  1610  3084 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 13624
08-23 23:12:16.858 11166 11183 I GST     : forePkg: com.android.todolist, preForePkg: com.miui.home
08-23 23:12:16.887 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@fcef92b
08-23 23:12:16.895 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@fcef92b
08-23 23:12:16.898 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@fcef92b
08-23 23:12:16.909 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@fcef92b
08-23 23:12:16.912 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@fcef92b
08-23 23:12:16.914 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@fcef92b
08-23 23:12:16.917 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@fcef92b
08-23 23:12:16.946 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@fcef92b
08-23 23:12:16.960  1610  4266 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:12:16.988 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@fcef92b
08-23 23:12:17.207  1610  1733 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{ee526ed u0 com.android.todolist/.MainActivity t19240} time:286715157
08-23 23:12:32.682  5439  6034 D PowerCheckerService: foreground, uid = 10010, app = com.android.todolist
08-23 23:12:36.441  5439  6034 D PowerCheckerService: foreground, uid = 10010, app = com.android.todolist
08-23 23:12:36.544  1610  2696 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:12:36.725  1610  1733 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{ee526ed u0 com.android.todolist/.MainActivity t19240} time:286734674
08-23 23:12:48.911 11166 11183 I GST     : forePkg: com.android.systemui, preForePkg: com.android.todolist
08-23 23:12:48.912  5439  7602 D PerfEngineController: ForegroundInfo{mForegroundPackageName='com.android.systemui', mForegroundUid=1000, mForegroundPid=2390, mLastForegroundPackageName='com.android.todolist', mLastForegroundUid=10010, mLastForegroundPid=13624, mMultiWindowForegroundPackageName='null', mMultiWindowForegroundUid=-1, mFlags=0}
08-23 23:14:32.185  2789  2789 D Launcher.CellLayout: touch item:ShortcutInfo, id=123, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=4, container=-100, cellX=0, cellY=3, spanX=1, spanY=1, isLandscapePos=false
08-23 23:14:32.241  1610  4270 I ActivityTaskManager: START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.todolist/.MainActivity bnds=[77,1066][245,1234] (has extras)} from uid 10060
08-23 23:14:32.266  4617 23923 I ProcessMonitor: onForegroundInfoChanged: ForegroundInfo{mForegroundPackageName='com.android.todolist', mForegroundUid=10010, mForegroundPid=13624, mLastForegroundPackageName='com.miui.home', mLastForegroundUid=10060, mLastForegroundPid=2789, mMultiWindowForegroundPackageName='null', mMultiWindowForegroundUid=-1, mFlags=0}
08-23 23:14:32.266  4617 23923 I GameBoosterService: onForegroundInfoChanged: Cur=com.android.todolist	 last=com.miui.home
08-23 23:14:32.266  5439  7602 D PerfEngineController: ForegroundInfo{mForegroundPackageName='com.android.todolist', mForegroundUid=10010, mForegroundPid=13624, mLastForegroundPackageName='com.miui.home', mLastForegroundUid=10060, mLastForegroundPid=2789, mMultiWindowForegroundPackageName='null', mMultiWindowForegroundUid=-1, mFlags=0}
08-23 23:14:32.266 11166 11183 I GST     : forePkg: com.android.todolist, preForePkg: com.miui.home
08-23 23:14:32.266 24169 24187 D AutoInstallService: onForegroundInfoChanged: com.android.todolist
08-23 23:14:32.273  4617 23923 D GameBoosterService: onGameStatusChange foreground:ForegroundInfo{mForegroundPackageName='com.android.todolist', mForegroundUid=10010, mForegroundPid=13624, mLastForegroundPackageName='com.miui.home', mLastForegroundUid=10060, mLastForegroundPid=2789, mMultiWindowForegroundPackageName='null', mMultiWindowForegroundUid=-1, mFlags=0}
08-23 23:14:32.296  1610  4270 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:14:32.611  1610  1733 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{ee526ed u0 com.android.todolist/.MainActivity t19240} time:286850560
08-23 23:14:34.249 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@fcef92b
08-23 23:14:34.256 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@fcef92b
08-23 23:14:34.271  1610  5369 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.ListActivity (has extras)} from uid 10010
08-23 23:14:34.294 13624 13624 I Toast   : Show toast from OpPackageName:com.android.todolist, PackageName:com.android.todolist
08-23 23:14:34.297  1610  5369 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 13624
08-23 23:14:34.338 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:34.338 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:34.356 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:34.373 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 5 lines
08-23 23:14:34.375 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:34.416 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:34.436  1610  1663 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:14:34.426 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 7 lines
08-23 23:14:34.427 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:34.477  1610  1756 I ActivityTaskManager: Displayed com.android.todolist/.ListActivity: +198ms
08-23 23:14:34.975  1610  1733 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{a244131 u0 com.android.todolist/.ListActivity t19240} time:286852924
08-23 23:14:36.308  1610  3082 W NotificationService: Toast already killed. pkg=com.android.todolist callback=android.app.ITransientNotification$Stub$Proxy@9d5d426
08-23 23:14:41.022  1610  4270 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:14:42.602  1610  3082 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:14:42.615 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:42.626 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 7 lines
08-23 23:14:42.627 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:43.599  1610  3082 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:14:44.685  1610  4270 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:14:44.693 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:44.703 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 7 lines
08-23 23:14:44.704 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:46.251  1610  1663 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:14:48.574  1610  1663 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:14:48.587 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:48.588 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:48.644  1610  1663 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:14:50.065 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:50.106  4079  4079 I AndroidIME: AbstractIme.onActivate():86 LatinIme.onActivate() : EditorInfo = Package = com.android.todolist : Type = Text : Learning = Enable : Suggestion = Show : AutoCorrection = Enable : Microphone = Show : NoPersonalizedLearning = Disable : AutoStartVoiceInput = Disable : AutoStartEmojiInput = Disable : SimulateDeviceLocked = False : imeActionName = DONE : imeOptions = 6 : privateImeOptions = null, IncognitoMode = false, DeviceLocked = false
08-23 23:14:50.183 24570 31046 W nhz     : Infinite Data has no result for 9677661882425161_com.android.todolist [CONTEXT service_id=177 ]
08-23 23:14:50.201 24570 31975 W nhz     : Infinite Data has no result for 9677661882425161_com.android.todolist [CONTEXT service_id=177 ]
08-23 23:14:52.565 13624 13752 W RenderInspector: DequeueBuffer time out on com.android.todolist/com.android.todolist.ListActivity, count=3, avg=18 ms, max=24 ms.
08-23 23:14:53.457 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:53.462 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:53.488  1610  5369 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:14:53.499  1610  5369 E InputDispatcher: Window handle Window{dac0662 u0 com.android.todolist/com.android.todolist.ListActivity} has no registered input channel
08-23 23:14:53.509 13624 13624 I Toast   : Show toast from OpPackageName:com.android.todolist, PackageName:com.android.todolist
08-23 23:14:54.714  1610  1663 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:14:55.505  1610  5369 W NotificationService: Toast already killed. pkg=com.android.todolist callback=android.app.ITransientNotification$Stub$Proxy@c4ecaff
08-23 23:14:56.307  1610  5369 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:14:56.319 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:56.359  1610  4270 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:14:56.320 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:57.892 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:14:57.922  4079  4079 I AndroidIME: AbstractIme.onActivate():86 LatinIme.onActivate() : EditorInfo = Package = com.android.todolist : Type = Text : Learning = Enable : Suggestion = Show : AutoCorrection = Enable : Microphone = Show : NoPersonalizedLearning = Disable : AutoStartVoiceInput = Disable : AutoStartEmojiInput = Disable : SimulateDeviceLocked = False : imeActionName = DONE : imeOptions = 6 : privateImeOptions = null, IncognitoMode = false, DeviceLocked = false
08-23 23:14:57.944 24570 31046 W nhz     : Infinite Data has no result for 9677661882425161_com.android.todolist [CONTEXT service_id=177 ]
08-23 23:14:57.954 24570 28419 W nhz     : Infinite Data has no result for 9677661882425161_com.android.todolist [CONTEXT service_id=177 ]
08-23 23:15:11.031  1610  4270 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:15:11.038  1610  4270 E InputDispatcher: Window handle Window{64ff22a u0 com.android.todolist/com.android.todolist.ListActivity} has no registered input channel
08-23 23:15:11.050 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:15:11.051 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 1 line
08-23 23:15:11.052 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@32d4638
08-23 23:15:11.275 13624 13752 W RenderInspector: DequeueBuffer time out on com.android.todolist/com.android.todolist.ListActivity, count=3, avg=23 ms, max=23 ms.
08-23 23:15:12.742  1610  4270 D PerfShielderService: com.android.todolist|com.android.todolist/com.android.todolist.ListActivity|189|286889291217012|58|5|10
08-23 23:15:12.744  4187  4237 W MiuiPerfServiceClient: interceptAndQueuing:13624|com.android.todolist|189|58|unknown|null|com.android.todolist/com.android.todolist.ListActivity|286889291217012|Slow issue draw commands|10
08-23 23:15:12.764 13624 13752 W RenderInspector: DequeueBuffer time out on com.android.todolist/com.android.todolist.ListActivity, count=1, avg=18 ms, max=18 ms.
08-23 23:15:13.547  1610  4589 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.MainActivity} from uid 10010
08-23 23:15:13.569  1610  4270 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 13624
08-23 23:15:13.587 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@40ea87b
08-23 23:15:13.608 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 15 lines
08-23 23:15:13.608 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@40ea87b
08-23 23:15:13.633 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@40ea87b
08-23 23:15:13.668  1610  3084 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:15:13.695 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 21 lines
08-23 23:15:13.696 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@40ea87b
08-23 23:15:13.717  1610  1756 I ActivityTaskManager: Displayed com.android.todolist/.MainActivity: +167ms
08-23 23:15:14.224  1610  1733 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{d760748 u0 com.android.todolist/.MainActivity t19240} time:286892173
08-23 23:15:21.010 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@40ea87b
08-23 23:15:21.019 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 4 lines
08-23 23:15:21.021 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@40ea87b
08-23 23:15:25.032 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@40ea87b
08-23 23:15:25.044 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 4 lines
08-23 23:15:25.046 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@40ea87b
08-23 23:15:27.628 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@40ea87b
08-23 23:15:27.629 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@40ea87b
08-23 23:15:27.645  1610  4270 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.ListActivity (has extras)} from uid 10010
08-23 23:15:27.667 13624 13624 I Toast   : Show toast from OpPackageName:com.android.todolist, PackageName:com.android.todolist
08-23 23:15:27.669  1610  3082 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 13624
08-23 23:15:27.706 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@c271c4e
08-23 23:15:27.707 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@c271c4e
08-23 23:15:27.719 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@c271c4e
08-23 23:15:27.720 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 2 lines
08-23 23:15:27.721 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@c271c4e
08-23 23:15:27.729 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@c271c4e
08-23 23:15:27.730 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@c271c4e
08-23 23:15:27.732 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@c271c4e
08-23 23:15:27.773  1610  4270 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:15:27.817  1610  1756 I ActivityTaskManager: Displayed com.android.todolist/.ListActivity: +158ms
08-23 23:15:28.319  1610  1733 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{424c653 u0 com.android.todolist/.ListActivity t19240} time:286906268
08-23 23:15:29.517  1610  4270 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.MainActivity} from uid 10010
08-23 23:15:29.538  1610  4270 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 13624
08-23 23:15:29.556 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@487b693
08-23 23:15:29.616  1610  4270 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:15:29.642 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 38 lines
08-23 23:15:29.643 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@487b693
08-23 23:15:29.667  1610  1756 I ActivityTaskManager: Displayed com.android.todolist/.MainActivity: +147ms
08-23 23:15:29.681  1610  3084 W NotificationService: Toast already killed. pkg=com.android.todolist callback=android.app.ITransientNotification$Stub$Proxy@8e5dc
08-23 23:15:30.165  1610  1733 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{b7e47b9 u0 com.android.todolist/.MainActivity t19240} time:286908114
08-23 23:15:30.962 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@487b693
08-23 23:15:30.981  1610  4589 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.ListActivity (has extras)} from uid 10010
08-23 23:15:30.963 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@487b693
08-23 23:15:31.004 13624 13624 I Toast   : Show toast from OpPackageName:com.android.todolist, PackageName:com.android.todolist
08-23 23:15:31.006  1610  3084 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 13624
08-23 23:15:31.042 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@aa50ab2
08-23 23:15:31.054 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 4 lines
08-23 23:15:31.054 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@aa50ab2
08-23 23:15:31.061 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@aa50ab2
08-23 23:15:31.062 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 1 line
08-23 23:15:31.064 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@aa50ab2
08-23 23:15:31.106  1610  4270 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:15:31.137  1610  1756 I ActivityTaskManager: Displayed com.android.todolist/.ListActivity: +154ms
08-23 23:15:31.649  1610  1733 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{265653f u0 com.android.todolist/.ListActivity t19240} time:286909598
08-23 23:15:32.607  1610  3084 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.MainActivity} from uid 10010
08-23 23:15:32.626  1610  5364 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 13624
08-23 23:15:32.643 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@7832832
08-23 23:15:32.665 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 15 lines
08-23 23:15:32.665 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@7832832
08-23 23:15:32.689 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@7832832
08-23 23:15:32.704  1610  5364 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:15:32.727 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 21 lines
08-23 23:15:32.728 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@7832832
08-23 23:15:32.755  1610  1756 I ActivityTaskManager: Displayed com.android.todolist/.MainActivity: +143ms
08-23 23:15:32.989  1610  4589 W NotificationService: Toast already killed. pkg=com.android.todolist callback=android.app.ITransientNotification$Stub$Proxy@66350d2
08-23 23:15:33.267  1610  1733 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{28f2304 u0 com.android.todolist/.MainActivity t19240} time:286911217
08-23 23:15:34.117  1610  3084 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:15:34.890  1610  3084 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:15:40.005 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@7832832
08-23 23:15:40.021  1610  3084 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.ListActivity (has extras)} from uid 10010
08-23 23:15:40.006 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@7832832
08-23 23:15:40.042 13624 13624 I Toast   : Show toast from OpPackageName:com.android.todolist, PackageName:com.android.todolist
08-23 23:15:40.045  1610  3084 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 13624
08-23 23:15:40.082 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@9ee2458
08-23 23:15:40.099 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 7 lines
08-23 23:15:40.100 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@9ee2458
08-23 23:15:40.137 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@9ee2458
08-23 23:15:40.153  1610  3084 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:15:40.144 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 7 lines
08-23 23:15:40.145 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@9ee2458
08-23 23:15:40.191  1610  1756 I ActivityTaskManager: Displayed com.android.todolist/.ListActivity: +165ms
08-23 23:15:40.703  1610  1733 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{68d0fef u0 com.android.todolist/.ListActivity t19240} time:286918652
08-23 23:15:42.058  1610  3084 W NotificationService: Toast already killed. pkg=com.android.todolist callback=android.app.ITransientNotification$Stub$Proxy@1b3633a
08-23 23:15:42.356  1610  4589 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.MainActivity} from uid 10010
08-23 23:15:42.384  1610  4589 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 13624
08-23 23:15:42.401 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@27a5ba2
08-23 23:15:42.457  1610  4589 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:15:42.483 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 38 lines
08-23 23:15:42.484 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@27a5ba2
08-23 23:15:42.524  1610  1756 I ActivityTaskManager: Displayed com.android.todolist/.MainActivity: +162ms
08-23 23:15:43.032  1610  1733 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{b09e7e1 u0 com.android.todolist/.MainActivity t19240} time:286920981
08-23 23:15:44.237 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@27a5ba2
08-23 23:15:44.250  1610  5364 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.ListActivity (has extras)} from uid 10010
08-23 23:15:44.238 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@27a5ba2
08-23 23:15:44.273 13624 13624 I Toast   : Show toast from OpPackageName:com.android.todolist, PackageName:com.android.todolist
08-23 23:15:44.276  1610  5364 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 13624
08-23 23:15:44.314 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@5214bc9
08-23 23:15:44.334 13624 13624 I chatty  : uid=10010(com.android.todolist) identical 7 lines
08-23 23:15:44.335 13624 13624 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@5214bc9
08-23 23:15:44.368  1610  4270 I MiuiKnockGestureService: focus window:com.android.todolist
08-23 23:15:44.395  1610  1756 I ActivityTaskManager: Displayed com.android.todolist/.ListActivity: +142ms
08-23 23:15:44.907  1610  1733 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{b747f8e u0 com.android.todolist/.ListActivity t19240} time:286922856
08-23 23:15:45.354  4079  4079 I AndroidIME: AbstractIme.onActivate():86 LatinIme.onActivate() : EditorInfo = Package = com.android.todolist : Type = Text : Learning = Enable : Suggestion = Show : AutoCorrection = Enable : Microphone = Show : NoPersonalizedLearning = Disable : AutoStartVoiceInput = Disable : AutoStartEmojiInput = Disable : SimulateDeviceLocked = False : imeActionName = DONE : imeOptions = 6 : privateImeOptions = null, IncognitoMode = false, DeviceLocked = false
08-23 23:15:45.451 24570 31046 W nhz     : Infinite Data has no result for 9677661882425161_com.android.todolist [CONTEXT service_id=177 ]
08-23 23:15:45.462 24570 31975 W nhz     : Infinite Data has no result for 9677661882425161_com.android.todolist [CONTEXT service_id=177 ]
